Provinsi,Bahan Baku,Kelompok Kayu Bulat,Jenis Kayu Olahan,Produk Ekspor,Volume(m3)
Kalimantan Barat,Setengah Jadi,Kelompok Meranti,Veneer,Bangunan Prefabrikasi,37.27
Kalimantan Selatan,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,0.0
Sumatera Utara,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,467.5
Sumatera Utara,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,453.05
Jawa Tengah,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,2190.73
Riau,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,171.58
Bali,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,20.88
Bali,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,12.18
Riau,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,32.95
Kalimantan Tengah,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,2273.19
Bali,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,0.0
Bali,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,18.6
Riau,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,102.11
Jawa Timur,Setengah Jadi,Kelompok Meranti,Wood Pellet,Bangunan Prefabrikasi,5981.56
Kalimantan Selatan,Setengah Jadi,Rimba Campuran,Bare Core,Bangunan Prefabrikasi,0.0
Jawa Tengah,Setengah Jadi,Rimba Campuran,Bare Core,Bangunan Prefabrikasi,878.23
Bali,Setengah Jadi,Rimba Campuran,Blockboard,Bangunan Prefabrikasi,0.0
Jawa Tengah,Setengah Jadi,Rimba Campuran,Blockboard,Bangunan Prefabrikasi,10808.81
Jambi,Setengah Jadi,Rimba Campuran,Chipwood,Bangunan Prefabrikasi,286758.43
Riau,Setengah Jadi,Rimba Campuran,Chipwood,Bangunan Prefabrikasi,1875856.39
Jambi,Setengah Jadi,Rimba Campuran,Chipwood,Bangunan Prefabrikasi,295302.91
Sulawesi Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Bangunan Prefabrikasi,0.0
Kalimantan Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Bangunan Prefabrikasi,0.0
Sumatera Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Bangunan Prefabrikasi,33.76
Sulawesi Tengah,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Bangunan Prefabrikasi,2388.0
Kepulauan Riau,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Bangunan Prefabrikasi,24.6
Kalimantan Tengah,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Bangunan Prefabrikasi,9307.25
Kalimantan Tengah,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Bangunan Prefabrikasi,5680.87
Jawa Tengah,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Bangunan Prefabrikasi,52146.65
Sulawesi Tenggara,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Bangunan Prefabrikasi,2005.63
Bali,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Bangunan Prefabrikasi,632.82
Kalimantan Selatan,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,0.0
Sulawesi Tengah,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,0.0
Kalimantan Barat,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,16766.33
Sulawesi Selatan,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,7199.57
Kalimantan Utara,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,12909.72
Kalimantan Selatan,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,43988.3
Jawa Barat,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Bangunan Prefabrikasi,4419.87
Bali,Setengah Jadi,Rimba Campuran,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Bangunan Prefabrikasi,16.78
Bali,Setengah Jadi,Rimba Campuran,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Bangunan Prefabrikasi,0.55
Bali,Setengah Jadi,Rimba Campuran,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Bangunan Prefabrikasi,58.69
Sumatera Selatan,Setengah Jadi,Rimba Campuran,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Bangunan Prefabrikasi,421.26
Jawa Tengah,Setengah Jadi,Rimba Campuran,Particle Board,Bangunan Prefabrikasi,7688.6
Jawa Timur,Setengah Jadi,Rimba Campuran,Particle Board,Bangunan Prefabrikasi,630.78
Jawa Timur,Setengah Jadi,Rimba Campuran,Particle Board,Bangunan Prefabrikasi,0.0
Jawa Timur,Setengah Jadi,Rimba Campuran,Particle Board,Bangunan Prefabrikasi,466.35
Sumatera Selatan,Setengah Jadi,Rimba Campuran,Pulp,Bangunan Prefabrikasi,239510.25
Kalimantan Utara,Setengah Jadi,Rimba Campuran,Veneer,Bangunan Prefabrikasi,215.13
Sulawesi Selatan,Setengah Jadi,Rimba Campuran,Veneer,Bangunan Prefabrikasi,0.0
Daerah Istimewa Yogyakarta,Setengah Jadi,Rimba Campuran,Veneer,Bangunan Prefabrikasi,193.96
Papua,Setengah Jadi,Rimba Campuran,Veneer,Bangunan Prefabrikasi,0.0
Kalimantan Tengah,Setengah Jadi,Rimba Campuran,Veneer,Bangunan Prefabrikasi,2010.28
Papua Barat,Setengah Jadi,Rimba Campuran,Veneer,Bangunan Prefabrikasi,0.0
Lampung,Setengah Jadi,Rimba Campuran,Veneer,Bangunan Prefabrikasi,2292.28
Sulawesi Tengah,Setengah Jadi,Rimba Campuran,Veneer,Bangunan Prefabrikasi,0.0
Lampung,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,767.25
Gorontalo,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,152.15
Jawa Tengah,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,1798.18
Jawa Tengah,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,636.24
Bali,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,7.14
Bali,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,25.26
Bali,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,0.0
Lampung,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,0.0
Sumatera Utara,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,578.0
Kalimantan Tengah,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,5230.72
Jawa Tengah,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,2273.43
Gorontalo,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,72.25
Kalimantan Barat,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,982.08
Jawa Timur,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,1235.84
Kalimantan Selatan,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,593.34
Kalimantan Barat,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,27.64
Jawa Timur,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,3922.27
Bali,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,0.0
Gorontalo,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,84.15
Lampung,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,1140.63
Kalimantan Tengah,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,3265.83
Kalimantan Tengah,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,0.0
Bali,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,0.0
Kalimantan Selatan,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,43.05
Kalimantan Selatan,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,0.0
Jawa Tengah,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,1669.31
Kalimantan Selatan,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,1159.8
Gorontalo,Setengah Jadi,Rimba Campuran,Wood Pellet,Bangunan Prefabrikasi,517.62
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Chipwood,0.0
Jawa Barat,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Chipwood,293.42
Jawa Tengah,Setengah Jadi,Hutan Tanaman Industri,Blockboard,Chipwood,9531.41
Kalimantan Timur,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Chipwood,0.0
Sumatera Utara,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Chipwood,81751.09
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Chipwood,1001797.7
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Chipwood,890743.37
Kalimantan Tengah,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Chipwood,50008.31
Papua Barat,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Chipwood,6228.08
Daerah Istimewa Yogyakarta,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,130.34
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,0.0
DKI Jakarta,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,5.96
Jawa Timur,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,60526.28
Jawa Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,2504.52
Sulawesi Tenggara,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,1858.65
Kalimantan Utara,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,1137.06
Maluku Utara,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,544.46
Gorontalo,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,243.4
Jawa Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,2876.17
Gorontalo,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,40.09
Aceh,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,228.46
Papua Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Chipwood,9092.76
Jawa Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,0.0
Maluku,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,0.0
Maluku,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,557.97
Maluku,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,355.42
Maluku,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,250.03
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,881.03
Jawa Tengah,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,108281.78
Kalimantan Tengah,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,7186.11
Sumatera Utara,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,4239.67
Kalimantan Timur,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,33692.39
Riau,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,6226.29
Jawa Tengah,Setengah Jadi,Hutan Tanaman Industri,Moulding,Chipwood,0.0
Riau,Setengah Jadi,Hutan Tanaman Industri,Wood Pellet,Chipwood,1239.55
Jawa Timur,Setengah Jadi,Jenis Kayu Lainnya,Blockboard,Chipwood,2320.69
Sulawesi Selatan,Setengah Jadi,Jenis Kayu Lainnya,Kayu Gergajian,Chipwood,974.71
Jawa Tengah,Setengah Jadi,Kayu Eboni,Bare Core,Chipwood,10902.48
Sulawesi Selatan,Setengah Jadi,Kayu Eboni,Kayu Gergajian,Chipwood,221.0
Kalimantan Utara,Setengah Jadi,Kayu Eboni,Kayu Gergajian,Chipwood,713.1
Kalimantan Utara,Setengah Jadi,Kayu Eboni,Kayu Lapis dan LVL,Chipwood,11096.67
Bali,Setengah Jadi,Kayu Indah,Bare Core,Chipwood,0.0
Kalimantan Timur,Setengah Jadi,Kayu Indah,Blockboard,Chipwood,0.0
Jawa Tengah,Setengah Jadi,Kayu Indah,Blockboard,Chipwood,0.0
Kalimantan Barat,Setengah Jadi,Kayu Indah,Blockboard,Chipwood,0.0
Jambi,Setengah Jadi,Kayu Indah,Chipwood,Chipwood,358524.69
Kalimantan Tengah,Setengah Jadi,Kayu Indah,Chipwood,Chipwood,61199.69
Jambi,Setengah Jadi,Kayu Indah,Chipwood,Chipwood,234615.21
Daerah Istimewa Yogyakarta,Setengah Jadi,Kayu Indah,Kayu Gergajian,Chipwood,0.0
Kalimantan Tengah,Setengah Jadi,Kayu Indah,Kayu Gergajian,Chipwood,6529.76
Jawa Timur,Setengah Jadi,Kayu Indah,Kayu Gergajian,Chipwood,86225.74
Kalimantan Timur,Setengah Jadi,Kayu Indah,Kayu Gergajian,Chipwood,5696.27
Lampung,Setengah Jadi,Kayu Indah,Kayu Gergajian,Chipwood,6961.39
Jambi,Setengah Jadi,Kayu Indah,Kayu Gergajian,Chipwood,1654.72
Kepulauan Riau,Setengah Jadi,Kayu Indah,Kayu Gergajian,Chipwood,55.42
Jawa Timur,Setengah Jadi,Kayu Indah,Kayu Gergajian,Chipwood,86039.46
Kalimantan Utara,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Chipwood,11294.02
Kalimantan Utara,Setengah Jadi,Kayu Indah,Kayu Lapis dan LVL,Chipwood,10708.72
Bali,Setengah Jadi,Kelompok Meranti,Bare Core,Chipwood,115.66
Riau,Setengah Jadi,Kelompok Meranti,Blockboard,Chipwood,0.0
Daerah Istimewa Yogyakarta,Setengah Jadi,Kelompok Meranti,Blockboard,Chipwood,201.39
Bali,Setengah Jadi,Kelompok Meranti,Blockboard,Chipwood,0.0
Sumatera Selatan,Setengah Jadi,Kelompok Meranti,Chipwood,Chipwood,920310.6
Kalimantan Timur,Setengah Jadi,Kelompok Meranti,Chipwood,Chipwood,0.0
Bali,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Chipwood,1206.69
Sumatera Barat,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Chipwood,222.91
Sulawesi Selatan,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Chipwood,160.24
Gorontalo,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Chipwood,1435.69
Sumatera Utara,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Chipwood,16271.42
Jawa Barat,Setengah Jadi,Kelompok Meranti,Kayu Gergajian,Chipwood,3721.3
Jawa Barat,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,2000.59
Jawa Tengah,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,0.0
Kalimantan Selatan,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,34707.62
Kalimantan Selatan,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,27840.38
Kalimantan Selatan,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,29940.54
Jambi,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,7732.77
Kalimantan Selatan,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,25678.94
Kalimantan Tengah,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,6404.51
Jambi,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,10226.38
Daerah Istimewa Yogyakarta,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,0.0
Banten,Setengah Jadi,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,17897.23
Kalimantan Selatan,Setengah Jadi,Rimba Campuran,Bare Core,Chipwood,193.42
Jawa Barat,Setengah Jadi,Rimba Campuran,Bare Core,Chipwood,359.4
Jawa Timur,Setengah Jadi,Rimba Campuran,Bare Core,Chipwood,3182.98
Bali,Setengah Jadi,Rimba Campuran,Blockboard,Chipwood,111.45
Daerah Istimewa Yogyakarta,Setengah Jadi,Rimba Campuran,Blockboard,Chipwood,325.94
Jawa Barat,Setengah Jadi,Rimba Campuran,Blockboard,Chipwood,378.64
Jawa Timur,Setengah Jadi,Rimba Campuran,Blockboard,Chipwood,8839.79
Jawa Barat,Setengah Jadi,Rimba Campuran,Blockboard,Chipwood,211.23
Riau,Setengah Jadi,Rimba Campuran,Chipwood,Chipwood,0.0
Lampung,Setengah Jadi,Rimba Campuran,Chipwood,Chipwood,10476.83
Kalimantan Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Chipwood,578.4
Sulawesi Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Chipwood,0.0
Sumatera Selatan,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Chipwood,2963.74
Papua,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Chipwood,11675.37
Jawa Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Chipwood,1976.35
Maluku,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Chipwood,345.68
Maluku Utara,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Chipwood,959.01
Sumatera Selatan,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Chipwood,1243.65
Kalimantan Barat,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Chipwood,621.76
Jawa Tengah,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Chipwood,56045.44
Sumatera Utara,Setengah Jadi,Rimba Campuran,Kayu Gergajian,Chipwood,18476.88
Kalimantan Tengah,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,0.0
Kalimantan Utara,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,0.0
Sumatera Selatan,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,1163.84
Papua,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,15004.08
Nusa Tenggara Barat,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,141.47
Papua,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,22561.04
Jawa Barat,Setengah Jadi,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,3929.57
Jawa Timur,Setengah Jadi,Rimba Campuran,Moulding,Chipwood,459.53
Riau,Setengah Jadi,Rimba Campuran,Wood Pellet,Chipwood,1491.31
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Furnitur Kayu,0.0
Jambi,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Furnitur Kayu,0.0
Jawa Timur,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Furnitur Kayu,7721.03
Jawa Tengah,Setengah Jadi,Hutan Tanaman Industri,Bare Core,Furnitur Kayu,6163.26
Kalimantan Timur,Setengah Jadi,Hutan Tanaman Industri,Blockboard,Furnitur Kayu,0.0
Riau,Setengah Jadi,Hutan Tanaman Industri,Blockboard,Furnitur Kayu,0.0
Kalimantan Timur,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Furnitur Kayu,0.0
Papua,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Furnitur Kayu,0.0
Riau,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Furnitur Kayu,1832431.41
Kalimantan Tengah,Setengah Jadi,Hutan Tanaman Industri,Chipwood,Furnitur Kayu,55588.57
Sulawesi Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,0.0
Jawa Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,2845.71
Kalimantan Timur,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,5902.84
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,6079.82
Jawa Tengah,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,37310.09
DKI Jakarta,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,65.18
Sumatera Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,233.88
Sumatera Utara,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,18743.96
Riau,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,8000.29
Kalimantan Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,343.96
Kalimantan Utara,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,3275.99
Kalimantan Utara,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,2713.89
Lampung,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,4874.77
Daerah Istimewa Yogyakarta,Setengah Jadi,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,565.22
Jambi,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,10577.56
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Kalimantan Timur,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,39326.93
Jambi,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,10820.15
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,21244.35
Jawa Barat,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,4473.31
Kalimantan Utara,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,6574.22
Jawa Timur,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,99529.77
Sulawesi Selatan,Setengah Jadi,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,10442.82
Sumatera Selatan,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,3043.97
Kalimantan Tengah,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,1840.42
Kalimantan Timur,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,4679.6
Kalimantan Tengah,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,3200.63
Aceh,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,516.0
Papua,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,6201.65
Aceh,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,337.56
Lampung,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,2027.11
Sulawesi Tengah,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,0.0
Kalimantan Barat,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,158.54
Sulawesi Tengah,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,0.0
Daerah Istimewa Yogyakarta,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,117.45
Maluku,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,0.0
Papua Barat,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,0.0
Lampung,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,0.0
Bali,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,0.0
Jawa Tengah,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,0.0
Lampung,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,2663.19
Maluku,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,576.05
Kalimantan Tengah,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,2031.55
Kalimantan Timur,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,144.0
Sumatera Utara,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,2283.85
Jambi,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,3939.07
Lampung,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,2166.95
Kalimantan Barat,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,675.53
Kalimantan Tengah,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,2483.03
Bali,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,358.15
Sulawesi Selatan,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,5082.9
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,2863.27
Daerah Istimewa Yogyakarta,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,143.63
Bali,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,341.38
Kalimantan Selatan,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,2592.71
Bali,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,212.22
Sulawesi Selatan,Setengah Jadi,Hutan Tanaman Industri,Veneer,Furnitur Kayu,5139.69
Papua,Setengah Jadi,Jenis Kayu Lainnya,Chipwood,Furnitur Kayu,0.0
Jambi,Setengah Jadi,Jenis Kayu Lainnya,Chipwood,Furnitur Kayu,301539.81
Jawa Barat,Setengah Jadi,Jenis Kayu Lainnya,Kayu Gergajian,Furnitur Kayu,2107.74
Papua,Setengah Jadi,Jenis Kayu Lainnya,Veneer,Furnitur Kayu,5049.63
Daerah Istimewa Yogyakarta,Setengah Jadi,Jenis Kayu Lainnya,Veneer,Furnitur Kayu,117.78
Sulawesi Tengah,Setengah Jadi,Kayu Eboni,Kayu Gergajian,Furnitur Kayu,1769.96
Papua,Setengah Jadi,Kayu Eboni,Kayu Gergajian,Furnitur Kayu,8159.79
Kalimantan Timur,Setengah Jadi,Kayu Eboni,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Kalimantan Barat,Setengah Jadi,Kayu Eboni,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Jambi,Setengah Jadi,Kayu Eboni,Kayu Lapis dan LVL,Furnitur Kayu,9905.89
