tahun,bulan,provinsi,jenis,volume
2019,September,Maluku,Kayu Gergajian,367.74
2019,September,Maluku Utara,Kayu Gergajian,129.44
2019,September,Papua,Kayu Gergajian,13826.48
2019,September,Papua Barat,Kayu Gergajian,11814.17
2019,September,Riau,Kayu Gergajian,8914.97
2019,September,Sulawesi Selatan,Kayu Gergajian,1046.88
2019,September,Sulawesi Tengah,Kayu Gergajian,2447.63
2019,September,Sulawesi Tenggara,Kayu Gergajian,1315.47
2019,September,Sumatera Barat,Kayu Gergajian,269.61
2019,September,Sumatera Selatan,Kayu Gergajian,922.65
2019,September,Sumatera Utara,Kayu Gergajian,25340.29
2019,Oktober,Aceh,Kayu Gergajian,192.17
2019,Oktober,Bali,Kayu Gergajian,711.72
2019,Oktober,Banten,Kayu Gergajian,2763.04
2019,Oktober,Bengkulu,Kayu Gergajian,1323.29
2019,Oktober,Daerah Istimewa Yogyakarta,Kayu Gergajian,636.36
2019,Oktober,Gorontalo,Kayu Gergajian,40.09
2019,Oktober,Jambi,Kayu Gergajian,2883.05
2019,Oktober,Jawa Barat,Kayu Gergajian,3520.61
2019,Oktober,Jawa Tengah,Kayu Gergajian,55829.0
2019,Oktober,Jawa Timur,Kayu Gergajian,94196.58
2019,Oktober,Kalimantan Barat,Kayu Gergajian,910.48
2019,Oktober,Kalimantan Selatan,Kayu Gergajian,7187.96
2019,Oktober,Kalimantan Tengah,Kayu Gergajian,7271.55
2019,Oktober,Kalimantan Timur,Kayu Gergajian,6021.76
2019,Oktober,Kalimantan Utara,Kayu Gergajian,3923.69
2019,Oktober,Kepulauan Riau,Kayu Gergajian,159.91
2019,Oktober,Lampung,Kayu Gergajian,4743.91
2019,Oktober,Maluku,Kayu Gergajian,339.43
2019,Oktober,Maluku Utara,Kayu Gergajian,1100.92
2019,Oktober,Papua,Kayu Gergajian,13481.08
2019,Oktober,Papua Barat,Kayu Gergajian,10203.11
2019,Oktober,Riau,Kayu Gergajian,8748.5
2019,Oktober,Sulawesi Selatan,Kayu Gergajian,1481.21
2019,Oktober,Sulawesi Tengah,Kayu Gergajian,2435.47
2019,Oktober,Sulawesi Tenggara,Kayu Gergajian,2201.82
2019,Oktober,Sumatera Barat,Kayu Gergajian,360.95
2019,Oktober,Sumatera Selatan,Kayu Gergajian,1373.8
2019,Oktober,Sumatera Utara,Kayu Gergajian,21725.33
2019,November,Aceh,Kayu Gergajian,255.07
2019,November,Bali,Kayu Gergajian,648.19
2019,November,Banten,Kayu Gergajian,2145.12
2019,November,Bengkulu,Kayu Gergajian,1205.43
2019,November,Daerah Istimewa Yogyakarta,Kayu Gergajian,593.59
2019,November,Gorontalo,Kayu Gergajian,0.0
2019,November,Jambi,Kayu Gergajian,2807.38
2019,November,Jawa Barat,Kayu Gergajian,3629.49
2019,November,Jawa Tengah,Kayu Gergajian,49643.71
2019,November,Jawa Timur,Kayu Gergajian,86738.41
2019,November,Kalimantan Barat,Kayu Gergajian,167.06
2019,November,Kalimantan Selatan,Kayu Gergajian,4522.72
2019,November,Kalimantan Tengah,Kayu Gergajian,8805.91
2019,November,Kalimantan Timur,Kayu Gergajian,9587.17
2019,November,Kalimantan Utara,Kayu Gergajian,3776.88
2019,November,Kepulauan Riau,Kayu Gergajian,171.86
2019,November,Lampung,Kayu Gergajian,4466.36
2019,November,Maluku,Kayu Gergajian,531.59
2019,November,Maluku Utara,Kayu Gergajian,534.84
2019,November,Papua,Kayu Gergajian,10821.87
2019,November,Papua Barat,Kayu Gergajian,10008.29
2019,November,Riau,Kayu Gergajian,8422.84
2019,November,Sulawesi Selatan,Kayu Gergajian,899.85
2019,November,Sulawesi Tengah,Kayu Gergajian,2619.1
2019,November,Sulawesi Tenggara,Kayu Gergajian,1360.09
2019,November,Sumatera Barat,Kayu Gergajian,491.15
2019,November,Sumatera Selatan,Kayu Gergajian,1842.35
2019,November,Sumatera Utara,Kayu Gergajian,20576.39
2019,Desember,Aceh,Kayu Gergajian,155.55
2019,Desember,Bali,Kayu Gergajian,741.16
2019,Desember,Banten,Kayu Gergajian,770.43
2019,Desember,Bengkulu,Kayu Gergajian,673.83
2019,Desember,Daerah Istimewa Yogyakarta,Kayu Gergajian,509.13
2019,Desember,Gorontalo,Kayu Gergajian,53.41
2019,Desember,Jambi,Kayu Gergajian,2208.63
2019,Desember,Jawa Barat,Kayu Gergajian,2511.13
2019,Desember,Jawa Tengah,Kayu Gergajian,47584.97
2019,Desember,Jawa Timur,Kayu Gergajian,83136.18
2019,Desember,Kalimantan Barat,Kayu Gergajian,1912.07
2019,Desember,Kalimantan Selatan,Kayu Gergajian,6756.37
2019,Desember,Kalimantan Tengah,Kayu Gergajian,9514.75
2019,Desember,Kalimantan Timur,Kayu Gergajian,9788.63
2019,Desember,Kalimantan Utara,Kayu Gergajian,2422.54
2019,Desember,Kepulauan Riau,Kayu Gergajian,136.17
2019,Desember,Lampung,Kayu Gergajian,4190.73
2019,Desember,Maluku,Kayu Gergajian,424.42
2019,Desember,Maluku Utara,Kayu Gergajian,698.84
2019,Desember,Papua,Kayu Gergajian,10490.18
2019,Desember,Papua Barat,Kayu Gergajian,7779.57
2019,Desember,Riau,Kayu Gergajian,6839.0
2019,Desember,Sulawesi Selatan,Kayu Gergajian,1248.23
2019,Desember,Sulawesi Tengah,Kayu Gergajian,3530.81
2019,Desember,Sulawesi Tenggara,Kayu Gergajian,2005.63
2019,Desember,Sumatera Barat,Kayu Gergajian,425.73
2019,Desember,Sumatera Selatan,Kayu Gergajian,2075.51
2019,Desember,Sumatera Utara,Kayu Gergajian,20616.1
2019,Januari,Bali,Kayu Lapis dan LVL,459.56
2019,Januari,Banten,Kayu Lapis dan LVL,17897.23
2019,Januari,Bengkulu,Kayu Lapis dan LVL,65.19
2019,Januari,Jambi,Kayu Lapis dan LVL,12407.06
2019,Januari,Jawa Barat,Kayu Lapis dan LVL,4895.92
2019,Januari,Jawa Tengah,Kayu Lapis dan LVL,88820.25
2019,Januari,Jawa Timur,Kayu Lapis dan LVL,100618.77
2019,Januari,Kalimantan Barat,Kayu Lapis dan LVL,20908.69
2019,Januari,Kalimantan Selatan,Kayu Lapis dan LVL,34714.36
2019,Januari,Kalimantan Tengah,Kayu Lapis dan LVL,0.0
2019,Januari,Kalimantan Timur,Kayu Lapis dan LVL,39799.32
2019,Januari,Kalimantan Utara,Kayu Lapis dan LVL,12909.72
2019,Januari,Lampung,Kayu Lapis dan LVL,1561.61
2019,Januari,Maluku,Kayu Lapis dan LVL,214.78
2019,Januari,Nusa Tenggara Barat,Kayu Lapis dan LVL,147.18
2019,Januari,Papua,Kayu Lapis dan LVL,16238.68
2019,Januari,Papua Barat,Kayu Lapis dan LVL,0.0
2019,Januari,Riau,Kayu Lapis dan LVL,5151.68
2019,Januari,Sulawesi Selatan,Kayu Lapis dan LVL,10431.64
2019,Januari,Sulawesi Tengah,Kayu Lapis dan LVL,0.0
2019,Januari,Sumatera Selatan,Kayu Lapis dan LVL,3026.95
2019,Januari,Sumatera Utara,Kayu Lapis dan LVL,4239.67
2019,Februari,Bali,Kayu Lapis dan LVL,508.68
2019,Februari,Banten,Kayu Lapis dan LVL,15903.03
2019,Februari,Bengkulu,Kayu Lapis dan LVL,189.77
2019,Februari,Jambi,Kayu Lapis dan LVL,11376.24
2019,Februari,Jawa Barat,Kayu Lapis dan LVL,4615.06
2019,Februari,Jawa Tengah,Kayu Lapis dan LVL,82788.69
2019,Februari,Jawa Timur,Kayu Lapis dan LVL,95222.95
2019,Februari,Kalimantan Barat,Kayu Lapis dan LVL,18260.4
2019,Februari,Kalimantan Selatan,Kayu Lapis dan LVL,30646.19
2019,Februari,Kalimantan Tengah,Kayu Lapis dan LVL,0.0
2019,Februari,Kalimantan Timur,Kayu Lapis dan LVL,31839.47
2019,Februari,Kalimantan Utara,Kayu Lapis dan LVL,11009.34
2019,Februari,Lampung,Kayu Lapis dan LVL,1369.34
2019,Februari,Maluku,Kayu Lapis dan LVL,600.7
2019,Februari,Nusa Tenggara Barat,Kayu Lapis dan LVL,111.21
2019,Februari,Papua,Kayu Lapis dan LVL,16329.0
2019,Februari,Papua Barat,Kayu Lapis dan LVL,0.0
2019,Februari,Riau,Kayu Lapis dan LVL,5194.88
2019,Februari,Sulawesi Selatan,Kayu Lapis dan LVL,8329.49
2019,Februari,Sulawesi Tengah,Kayu Lapis dan LVL,196.88
2019,Februari,Sumatera Selatan,Kayu Lapis dan LVL,2833.9
2019,Februari,Sumatera Utara,Kayu Lapis dan LVL,4473.57
2019,Maret,Bali,Kayu Lapis dan LVL,484.79
2019,Maret,Banten,Kayu Lapis dan LVL,17842.65
2019,Maret,Bengkulu,Kayu Lapis dan LVL,116.39
2019,Maret,Jambi,Kayu Lapis dan LVL,12305.75
2019,Maret,Jawa Barat,Kayu Lapis dan LVL,5045.84
2019,Maret,Jawa Tengah,Kayu Lapis dan LVL,87256.51
2019,Maret,Jawa Timur,Kayu Lapis dan LVL,99968.8
2019,Maret,Kalimantan Barat,Kayu Lapis dan LVL,19289.46
2019,Maret,Kalimantan Selatan,Kayu Lapis dan LVL,30848.72
2019,Maret,Kalimantan Tengah,Kayu Lapis dan LVL,0.0
2019,Maret,Kalimantan Timur,Kayu Lapis dan LVL,31445.81
2019,Maret,Kalimantan Utara,Kayu Lapis dan LVL,11860.63
2019,Maret,Lampung,Kayu Lapis dan LVL,1248.4
2019,Maret,Maluku,Kayu Lapis dan LVL,761.75
2019,Maret,Nusa Tenggara Barat,Kayu Lapis dan LVL,179.13
2019,Maret,Papua,Kayu Lapis dan LVL,18620.57
2019,Maret,Papua Barat,Kayu Lapis dan LVL,0.0
2019,Maret,Riau,Kayu Lapis dan LVL,5724.87
2019,Maret,Sulawesi Selatan,Kayu Lapis dan LVL,8123.27
2019,Maret,Sulawesi Tengah,Kayu Lapis dan LVL,0.0
2019,Maret,Sumatera Selatan,Kayu Lapis dan LVL,2844.84
2019,Maret,Sumatera Utara,Kayu Lapis dan LVL,4506.33
2019,April,Bali,Kayu Lapis dan LVL,391.69
2019,April,Banten,Kayu Lapis dan LVL,17165.41
2019,April,Bengkulu,Kayu Lapis dan LVL,0.0
2019,April,Jambi,Kayu Lapis dan LVL,11704.06
2019,April,Jawa Barat,Kayu Lapis dan LVL,4450.6
2019,April,Jawa Tengah,Kayu Lapis dan LVL,79014.91
2019,April,Jawa Timur,Kayu Lapis dan LVL,98926.05
2019,April,Kalimantan Barat,Kayu Lapis dan LVL,17322.7
2019,April,Kalimantan Selatan,Kayu Lapis dan LVL,30494.83
2019,April,Kalimantan Tengah,Kayu Lapis dan LVL,0.0
2019,April,Kalimantan Timur,Kayu Lapis dan LVL,33692.39
2019,April,Kalimantan Utara,Kayu Lapis dan LVL,11019.26
2019,April,Lampung,Kayu Lapis dan LVL,1323.29
2019,April,Maluku,Kayu Lapis dan LVL,214.53
2019,April,Nusa Tenggara Barat,Kayu Lapis dan LVL,233.71
2019,April,Papua,Kayu Lapis dan LVL,15941.58
2019,April,Papua Barat,Kayu Lapis dan LVL,0.0
2019,April,Riau,Kayu Lapis dan LVL,4214.53
2019,April,Sulawesi Selatan,Kayu Lapis dan LVL,9943.37
2019,April,Sulawesi Tengah,Kayu Lapis dan LVL,0.0
2019,April,Sumatera Selatan,Kayu Lapis dan LVL,2611.35
2019,April,Sumatera Utara,Kayu Lapis dan LVL,3983.42
2019,Mei,Bali,Kayu Lapis dan LVL,387.76
2019,Mei,Banten,Kayu Lapis dan LVL,16535.18
2019,Mei,Bengkulu,Kayu Lapis dan LVL,175.41
2019,Mei,Jambi,Kayu Lapis dan LVL,11421.57
2019,Mei,Jawa Barat,Kayu Lapis dan LVL,3555.01
2019,Mei,Jawa Tengah,Kayu Lapis dan LVL,84847.83
2019,Mei,Jawa Timur,Kayu Lapis dan LVL,106478.77
2019,Mei,Kalimantan Barat,Kayu Lapis dan LVL,19292.06
2019,Mei,Kalimantan Selatan,Kayu Lapis dan LVL,32402.69
2019,Mei,Kalimantan Tengah,Kayu Lapis dan LVL,5634.97
2019,Mei,Kalimantan Timur,Kayu Lapis dan LVL,33417.23
2019,Mei,Kalimantan Utara,Kayu Lapis dan LVL,11805.44
2019,Mei,Lampung,Kayu Lapis dan LVL,1284.78
2019,Mei,Maluku,Kayu Lapis dan LVL,453.02
2019,Mei,Nusa Tenggara Barat,Kayu Lapis dan LVL,130.11
2019,Mei,Papua,Kayu Lapis dan LVL,19442.43
2019,Mei,Papua Barat,Kayu Lapis dan LVL,0.0
2019,Mei,Riau,Kayu Lapis dan LVL,4903.39
2019,Mei,Sulawesi Selatan,Kayu Lapis dan LVL,10113.7
2019,Mei,Sulawesi Tengah,Kayu Lapis dan LVL,0.0
2019,Mei,Sumatera Selatan,Kayu Lapis dan LVL,2319.79
2019,Mei,Sumatera Utara,Kayu Lapis dan LVL,3586.6
2019,Juni,Bali,Kayu Lapis dan LVL,374.59
2019,Juni,Banten,Kayu Lapis dan LVL,12394.29
2019,Juni,Bengkulu,Kayu Lapis dan LVL,69.13
2019,Juni,Jambi,Kayu Lapis dan LVL,8141.01
2019,Juni,Jawa Barat,Kayu Lapis dan LVL,3447.93
2019,Juni,Jawa Tengah,Kayu Lapis dan LVL,55657.37
2019,Juni,Jawa Timur,Kayu Lapis dan LVL,69925.8
2019,Juni,Kalimantan Barat,Kayu Lapis dan LVL,13288.58
2019,Juni,Kalimantan Selatan,Kayu Lapis dan LVL,27983.28
2019,Juni,Kalimantan Tengah,Kayu Lapis dan LVL,3485.15
2019,Juni,Kalimantan Timur,Kayu Lapis dan LVL,22067.95
2019,Juni,Kalimantan Utara,Kayu Lapis dan LVL,9544.24
2019,Juni,Lampung,Kayu Lapis dan LVL,1184.87
2019,Juni,Maluku,Kayu Lapis dan LVL,221.83
2019,Juni,Nusa Tenggara Barat,Kayu Lapis dan LVL,101.11
2019,Juni,Papua,Kayu Lapis dan LVL,14824.26
2019,Juni,Papua Barat,Kayu Lapis dan LVL,0.0
2019,Juni,Riau,Kayu Lapis dan LVL,2863.36
2019,Juni,Sulawesi Selatan,Kayu Lapis dan LVL,7113.49
2019,Juni,Sulawesi Tengah,Kayu Lapis dan LVL,0.0
2019,Juni,Sumatera Selatan,Kayu Lapis dan LVL,2274.93
2019,Juni,Sumatera Utara,Kayu Lapis dan LVL,1967.12
2019,Juli,Bali,Kayu Lapis dan LVL,522.97
2019,Juli,Banten,Kayu Lapis dan LVL,18481.64
2019,Juli,Bengkulu,Kayu Lapis dan LVL,410.55
2019,Juli,Jambi,Kayu Lapis dan LVL,12819.62
2019,Juli,Jawa Barat,Kayu Lapis dan LVL,5450.21
2019,Juli,Jawa Tengah,Kayu Lapis dan LVL,91069.33
2019,Juli,Jawa Timur,Kayu Lapis dan LVL,114658.07
2019,Juli,Kalimantan Barat,Kayu Lapis dan LVL,17182.72
2019,Juli,Kalimantan Selatan,Kayu Lapis dan LVL,36611.91
2019,Juli,Kalimantan Tengah,Kayu Lapis dan LVL,5092.16
2019,Juli,Kalimantan Timur,Kayu Lapis dan LVL,33657.87
2019,Juli,Kalimantan Utara,Kayu Lapis dan LVL,13383.46
2019,Juli,Lampung,Kayu Lapis dan LVL,1799.29
2019,Juli,Maluku,Kayu Lapis dan LVL,363.01
2019,Juli,Nusa Tenggara Barat,Kayu Lapis dan LVL,204.54
2019,Juli,Papua,Kayu Lapis dan LVL,19804.08
2019,Juli,Papua Barat,Kayu Lapis dan LVL,0.0
2019,Juli,Riau,Kayu Lapis dan LVL,5417.06
2019,Juli,Sulawesi Selatan,Kayu Lapis dan LVL,10552.09
2019,Juli,Sulawesi Tengah,Kayu Lapis dan LVL,0.0
2019,Juli,Sumatera Selatan,Kayu Lapis dan LVL,2523.17
2019,Juli,Sumatera Utara,Kayu Lapis dan LVL,2635.77
2019,Agustus,Bali,Kayu Lapis dan LVL,399.73
2019,Agustus,Banten,Kayu Lapis dan LVL,17535.9
2019,Agustus,Bengkulu,Kayu Lapis dan LVL,388.06
2019,Agustus,Jambi,Kayu Lapis dan LVL,13685.45
2019,Agustus,Jawa Barat,Kayu Lapis dan LVL,4819.17
2019,Agustus,Jawa Tengah,Kayu Lapis dan LVL,83838.47
2019,Agustus,Jawa Timur,Kayu Lapis dan LVL,105751.34
2019,Agustus,Kalimantan Barat,Kayu Lapis dan LVL,15237.58
2019,Agustus,Kalimantan Selatan,Kayu Lapis dan LVL,35901.35
2019,Agustus,Kalimantan Tengah,Kayu Lapis dan LVL,5933.15
2019,Agustus,Kalimantan Timur,Kayu Lapis dan LVL,30406.47
2019,Agustus,Kalimantan Utara,Kayu Lapis dan LVL,12762.4
2019,Agustus,Lampung,Kayu Lapis dan LVL,1717.08
2019,Agustus,Maluku,Kayu Lapis dan LVL,242.73
2019,Agustus,Nusa Tenggara Barat,Kayu Lapis dan LVL,134.45
2019,Agustus,Papua,Kayu Lapis dan LVL,17381.8
2019,Agustus,Papua Barat,Kayu Lapis dan LVL,0.0
2019,Agustus,Riau,Kayu Lapis dan LVL,5116.34
2019,Agustus,Sulawesi Selatan,Kayu Lapis dan LVL,8206.24
2019,Agustus,Sulawesi Tengah,Kayu Lapis dan LVL,0.0
2019,Agustus,Sumatera Selatan,Kayu Lapis dan LVL,2048.78
2019,Agustus,Sumatera Utara,Kayu Lapis dan LVL,2804.09
2019,September,Bali,Kayu Lapis dan LVL,209.69
2019,September,Banten,Kayu Lapis dan LVL,16679.76
2019,September,Bengkulu,Kayu Lapis dan LVL,204.21
2019,September,Jambi,Kayu Lapis dan LVL,11810.05
2019,September,Jawa Barat,Kayu Lapis dan LVL,5327.69
2019,September,Jawa Tengah,Kayu Lapis dan LVL,81775.7
2019,September,Jawa Timur,Kayu Lapis dan LVL,102970.55
2019,September,Kalimantan Barat,Kayu Lapis dan LVL,15239.34
2019,September,Kalimantan Selatan,Kayu Lapis dan LVL,37645.11
2019,September,Kalimantan Tengah,Kayu Lapis dan LVL,5136.84
2019,September,Kalimantan Timur,Kayu Lapis dan LVL,33323.42
2019,September,Kalimantan Utara,Kayu Lapis dan LVL,13810.02
2019,September,Lampung,Kayu Lapis dan LVL,1781.13
2019,September,Maluku,Kayu Lapis dan LVL,470.09
2019,September,Nusa Tenggara Barat,Kayu Lapis dan LVL,151.36
2019,September,Papua,Kayu Lapis dan LVL,16965.36
2019,September,Papua Barat,Kayu Lapis dan LVL,0.0
2019,September,Riau,Kayu Lapis dan LVL,4387.2
2019,September,Sulawesi Selatan,Kayu Lapis dan LVL,6869.1
2019,September,Sulawesi Tengah,Kayu Lapis dan LVL,0.0
2019,September,Sumatera Selatan,Kayu Lapis dan LVL,2660.06
2019,September,Sumatera Utara,Kayu Lapis dan LVL,3480.11
2019,Oktober,Bali,Kayu Lapis dan LVL,270.59
2019,Oktober,Banten,Kayu Lapis dan LVL,17432.65
2019,Oktober,Bengkulu,Kayu Lapis dan LVL,0.0
2019,Oktober,Jambi,Kayu Lapis dan LVL,14317.88
2019,Oktober,Jawa Barat,Kayu Lapis dan LVL,5715.01
2019,Oktober,Jawa Tengah,Kayu Lapis dan LVL,80984.71
2019,Oktober,Jawa Timur,Kayu Lapis dan LVL,109305.45
2019,Oktober,Kalimantan Barat,Kayu Lapis dan LVL,15821.97
2019,Oktober,Kalimantan Selatan,Kayu Lapis dan LVL,43988.3
2019,Oktober,Kalimantan Tengah,Kayu Lapis dan LVL,6179.1
2019,Oktober,Kalimantan Timur,Kayu Lapis dan LVL,29132.12
2019,Oktober,Kalimantan Utara,Kayu Lapis dan LVL,14446.82
2019,Oktober,Lampung,Kayu Lapis dan LVL,1690.3
2019,Oktober,Maluku,Kayu Lapis dan LVL,831.24
2019,Oktober,Nusa Tenggara Barat,Kayu Lapis dan LVL,180.67
2019,Oktober,Papua,Kayu Lapis dan LVL,16377.24
2019,Oktober,Papua Barat,Kayu Lapis dan LVL,299.1
2019,Oktober,Riau,Kayu Lapis dan LVL,4897.61
2019,Oktober,Sulawesi Selatan,Kayu Lapis dan LVL,8482.95
2019,Oktober,Sulawesi Tengah,Kayu Lapis dan LVL,0.0
2019,Oktober,Sumatera Selatan,Kayu Lapis dan LVL,2606.33
2019,Oktober,Sumatera Utara,Kayu Lapis dan LVL,2695.3
2019,November,Bali,Kayu Lapis dan LVL,253.27
2019,November,Banten,Kayu Lapis dan LVL,17393.87
2019,November,Bengkulu,Kayu Lapis dan LVL,2.71
2019,November,Jambi,Kayu Lapis dan LVL,12200.17
2019,November,Jawa Barat,Kayu Lapis dan LVL,5829.44
2019,November,Jawa Tengah,Kayu Lapis dan LVL,78188.28
2019,November,Jawa Timur,Kayu Lapis dan LVL,99529.77
2019,November,Kalimantan Barat,Kayu Lapis dan LVL,13927.74
2019,November,Kalimantan Selatan,Kayu Lapis dan LVL,46378.31
2019,November,Kalimantan Tengah,Kayu Lapis dan LVL,5732.22
2019,November,Kalimantan Timur,Kayu Lapis dan LVL,26449.44
2019,November,Kalimantan Utara,Kayu Lapis dan LVL,12749.12
2019,November,Lampung,Kayu Lapis dan LVL,1573.56
2019,November,Maluku,Kayu Lapis dan LVL,0.0
2019,November,Nusa Tenggara Barat,Kayu Lapis dan LVL,246.89
2019,November,Papua,Kayu Lapis dan LVL,16214.55
2019,November,Papua Barat,Kayu Lapis dan LVL,0.0
2019,November,Riau,Kayu Lapis dan LVL,4002.7
2019,November,Sulawesi Selatan,Kayu Lapis dan LVL,7275.73
2019,November,Sulawesi Tengah,Kayu Lapis dan LVL,0.0
2019,November,Sumatera Selatan,Kayu Lapis dan LVL,2525.41
2019,November,Sumatera Utara,Kayu Lapis dan LVL,1714.97
2019,Desember,Bali,Kayu Lapis dan LVL,116.27
2019,Desember,Banten,Kayu Lapis dan LVL,13354.62
2019,Desember,Bengkulu,Kayu Lapis dan LVL,75.84
2019,Desember,Jambi,Kayu Lapis dan LVL,8345.77
2019,Desember,Jawa Barat,Kayu Lapis dan LVL,4419.87
2019,Desember,Jawa Tengah,Kayu Lapis dan LVL,68653.65
2019,Desember,Jawa Timur,Kayu Lapis dan LVL,95884.63
2019,Desember,Kalimantan Barat,Kayu Lapis dan LVL,15119.56
2019,Desember,Kalimantan Selatan,Kayu Lapis dan LVL,45967.9
2019,Desember,Kalimantan Tengah,Kayu Lapis dan LVL,7003.94
2019,Desember,Kalimantan Timur,Kayu Lapis dan LVL,26436.76
2019,Desember,Kalimantan Utara,Kayu Lapis dan LVL,12395.96
2019,Desember,Lampung,Kayu Lapis dan LVL,1389.74
2019,Desember,Maluku,Kayu Lapis dan LVL,523.35
2019,Desember,Nusa Tenggara Barat,Kayu Lapis dan LVL,170.42
2019,Desember,Papua,Kayu Lapis dan LVL,11540.87
2019,Desember,Papua Barat,Kayu Lapis dan LVL,0.0
2019,Desember,Riau,Kayu Lapis dan LVL,3083.03
2019,Desember,Sulawesi Selatan,Kayu Lapis dan LVL,7705.43
2019,Desember,Sulawesi Tengah,Kayu Lapis dan LVL,14.62
2019,Desember,Sumatera Selatan,Kayu Lapis dan LVL,1929.96
2019,Desember,Sumatera Utara,Kayu Lapis dan LVL,1205.04
2019,Januari,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,69.55
2019,Januari,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,0.0
2019,Januari,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,304.46
2019,Februari,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,73.09
2019,Februari,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,389.37
2019,Februari,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,218.9
2019,Maret,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,61.57
2019,Maret,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,183.84
2019,Maret,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,204.1
2019,April,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,63.2
2019,April,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,88.26
2019,April,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,153.37
2019,Mei,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,68.86
2019,Mei,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,90.87
2019,Mei,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,154.51
2019,Juni,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,65.68
2019,Juni,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,0.0
2019,Juni,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,190.52
2019,Juli,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,56.11
2019,Juli,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,221.99
2019,Juli,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,290.88
2019,Agustus,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,78.03
2019,Agustus,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,252.07
2019,Agustus,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,0.0
2019,September,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,34.96
2019,September,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,347.73
2019,September,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,0.0
2019,Oktober,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,0.55
2019,Oktober,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,183.92
2019,Oktober,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,0.0
2019,November,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,14.91
2019,November,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,197.43
2019,November,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,0.0
2019,Desember,Bali,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,20.43
2019,Desember,Gorontalo,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,274.32
2019,Desember,Sumatera Selatan,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,0.0
2019,Januari,Jawa Timur,Particle Board,0.0
2019,Februari,Jawa Timur,Particle Board,0.0
2019,Maret,Jawa Timur,Particle Board,0.0
2019,April,Jawa Timur,Particle Board,603.26
2019,Mei,Jawa Timur,Particle Board,245.58
2019,Juni,Jawa Timur,Particle Board,0.0
2019,Juli,Jawa Timur,Particle Board,0.0
2019,Agustus,Jawa Timur,Particle Board,239.23
2019,September,Jawa Timur,Particle Board,323.4
2019,Oktober,Jawa Timur,Particle Board,1085.04
2019,November,Jawa Timur,Particle Board,647.77
2019,Desember,Jawa Timur,Particle Board,466.35
2019,Januari,Jambi,Pulp,74676.63
2019,Januari,Riau,Pulp,312777.39
2019,Januari,Sumatera Selatan,Pulp,66186.51
2019,Januari,Sumatera Utara,Pulp,16539.07
2019,Februari,Jambi,Pulp,75586.45
2019,Februari,Riau,Pulp,281707.09
2019,Februari,Sumatera Selatan,Pulp,249796.3
2019,Februari,Sumatera Utara,Pulp,14990.45
2019,Maret,Jambi,Pulp,86028.78
2019,Maret,Riau,Pulp,288781.01
2019,Maret,Sumatera Selatan,Pulp,270241.95
2019,Maret,Sumatera Utara,Pulp,20188.85
2019,April,Jambi,Pulp,80856.3
2019,April,Riau,Pulp,336864.69
2019,April,Sumatera Selatan,Pulp,259316.0
