tahun,bulan,provinsi,jenis,value
2018,September,Maluku Utara,Kayu Alam,3460.18
2018,September,Nusa Tenggara Barat,Kayu Alam,0
2018,September,Nusa Tenggara Timur,Kayu Alam,0
2018,September,Papua,Kayu Alam,61337.37
2018,September,Papua Barat,Kayu Alam,36446.56
2018,September,Riau,Kayu Alam,5929.86
2018,September,Sulawesi Barat,Kayu Alam,701.64
2018,September,Sulawesi Selatan,Kayu Alam,534.37
2018,September,Sulawesi Tengah,Kayu Alam,3205.68
2018,September,Sulawesi Tenggara,Kayu Alam,0
2018,September,Sumatera Barat,Kayu Alam,956.56
2018,September,Sumatera Selatan,Kayu Alam,0
2018,September,Sumatera Utara,Kayu Alam,4740.99
2018,Oktober,Aceh,Kayu Alam,230.58
2018,Oktober,Bali,Kayu Alam,0
2018,Oktober,Banten,Kayu Alam,0
2018,Oktober,Bengkulu,Kayu Alam,1002.83
2018,Oktober,Daerah Istimewa Yogyakarta,Kayu Alam,0
2018,Oktober,DKI Jakarta,Kayu Alam,0
2018,Oktober,Gorontalo,Kayu Alam,198.37
2018,Oktober,Impor Bahan Baku,Kayu Alam,506.07
2018,Oktober,Jambi,Kayu Alam,10117.33
2018,Oktober,Jawa Barat,Kayu Alam,0
2018,Oktober,Jawa Tengah,Kayu Alam,38452.83
2018,Oktober,Jawa Timur,Kayu Alam,69630.24
2018,Oktober,Kalimantan Barat,Kayu Alam,35990.6
2018,Oktober,Kalimantan Selatan,Kayu Alam,7778.48
2018,Oktober,Kalimantan Tengah,Kayu Alam,175609.91
2018,Oktober,Kalimantan Timur,Kayu Alam,228994.42
2018,Oktober,Kalimantan Utara,Kayu Alam,67418.65
2018,Oktober,Kepulauan Bangka-Belitung,Kayu Alam,0
2018,Oktober,Lampung,Kayu Alam,0
2018,Oktober,Maluku,Kayu Alam,33214.82
2018,Oktober,Maluku Utara,Kayu Alam,7700.92
2018,Oktober,Nusa Tenggara Barat,Kayu Alam,0
2018,Oktober,Nusa Tenggara Timur,Kayu Alam,0
2018,Oktober,Papua,Kayu Alam,56887.47
2018,Oktober,Papua Barat,Kayu Alam,57130.29
2018,Oktober,Riau,Kayu Alam,8052.36
2018,Oktober,Sulawesi Barat,Kayu Alam,104.56
2018,Oktober,Sulawesi Selatan,Kayu Alam,589.73
2018,Oktober,Sulawesi Tengah,Kayu Alam,3852.96
2018,Oktober,Sulawesi Tenggara,Kayu Alam,0
2018,Oktober,Sumatera Barat,Kayu Alam,6214.42
2018,Oktober,Sumatera Selatan,Kayu Alam,0
2018,Oktober,Sumatera Utara,Kayu Alam,7527.98
2018,November,Aceh,Kayu Alam,142.28
2018,November,Bali,Kayu Alam,0
2018,November,Banten,Kayu Alam,0
2018,November,Bengkulu,Kayu Alam,225.63
2018,November,Daerah Istimewa Yogyakarta,Kayu Alam,0
2018,November,DKI Jakarta,Kayu Alam,0
2018,November,Gorontalo,Kayu Alam,3388.18
2018,November,Impor Bahan Baku,Kayu Alam,711.33
2018,November,Jambi,Kayu Alam,5434.86
2018,November,Jawa Barat,Kayu Alam,0
2018,November,Jawa Tengah,Kayu Alam,34010.58
2018,November,Jawa Timur,Kayu Alam,66893.82
2018,November,Kalimantan Barat,Kayu Alam,22594.33
2018,November,Kalimantan Selatan,Kayu Alam,5302.93
2018,November,Kalimantan Tengah,Kayu Alam,207243.04
2018,November,Kalimantan Timur,Kayu Alam,166598.34
2018,November,Kalimantan Utara,Kayu Alam,59988.01
2018,November,Kepulauan Bangka-Belitung,Kayu Alam,0
2018,November,Lampung,Kayu Alam,0
2018,November,Maluku,Kayu Alam,22167.88
2018,November,Maluku Utara,Kayu Alam,16105.08
2018,November,Nusa Tenggara Barat,Kayu Alam,0
2018,November,Nusa Tenggara Timur,Kayu Alam,0
2018,November,Papua,Kayu Alam,34683.09
2018,November,Papua Barat,Kayu Alam,61715.46
2018,November,Riau,Kayu Alam,5894.64
2018,November,Sulawesi Barat,Kayu Alam,418.95
2018,November,Sulawesi Selatan,Kayu Alam,861.92
2018,November,Sulawesi Tengah,Kayu Alam,3088.01
2018,November,Sulawesi Tenggara,Kayu Alam,0
2018,November,Sumatera Barat,Kayu Alam,7589.36
2018,November,Sumatera Selatan,Kayu Alam,0
2018,November,Sumatera Utara,Kayu Alam,8841.12
2018,Desember,Aceh,Kayu Alam,317.72
2018,Desember,Bali,Kayu Alam,0
2018,Desember,Banten,Kayu Alam,0
2018,Desember,Bengkulu,Kayu Alam,324.46
2018,Desember,Daerah Istimewa Yogyakarta,Kayu Alam,0
2018,Desember,DKI Jakarta,Kayu Alam,0
2018,Desember,Gorontalo,Kayu Alam,87.97
2018,Desember,Impor Bahan Baku,Kayu Alam,1485.23
2018,Desember,Jambi,Kayu Alam,6924.67
2018,Desember,Jawa Barat,Kayu Alam,0
2018,Desember,Jawa Tengah,Kayu Alam,45133.48
2018,Desember,Jawa Timur,Kayu Alam,34021.8
2018,Desember,Kalimantan Barat,Kayu Alam,35208.23
2018,Desember,Kalimantan Selatan,Kayu Alam,8281.17
2018,Desember,Kalimantan Tengah,Kayu Alam,203804.18
2018,Desember,Kalimantan Timur,Kayu Alam,145568.85
2018,Desember,Kalimantan Utara,Kayu Alam,70575
2018,Desember,Kepulauan Bangka-Belitung,Kayu Alam,0
2018,Desember,Lampung,Kayu Alam,0
2018,Desember,Maluku,Kayu Alam,40176.03
2018,Desember,Maluku Utara,Kayu Alam,12356.72
2018,Desember,Nusa Tenggara Barat,Kayu Alam,0
2018,Desember,Nusa Tenggara Timur,Kayu Alam,0
2018,Desember,Papua,Kayu Alam,43953.78
2018,Desember,Papua Barat,Kayu Alam,57919.75
2018,Desember,Riau,Kayu Alam,3992.7
2018,Desember,Sulawesi Barat,Kayu Alam,453.68
2018,Desember,Sulawesi Selatan,Kayu Alam,1046.89
2018,Desember,Sulawesi Tengah,Kayu Alam,2501.08
2018,Desember,Sulawesi Tenggara,Kayu Alam,0
2018,Desember,Sumatera Barat,Kayu Alam,6689.84
2018,Desember,Sumatera Selatan,Kayu Alam,0
2018,Desember,Sumatera Utara,Kayu Alam,9270.42
2018,Januari,Aceh,Kayu Perkebunan,439.5
2018,Januari,Bali,Kayu Perkebunan,0
2018,Januari,Banten,Kayu Perkebunan,43.57
2018,Januari,Bengkulu,Kayu Perkebunan,1373.18
2018,Januari,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,Januari,DKI Jakarta,Kayu Perkebunan,0
2018,Januari,Gorontalo,Kayu Perkebunan,0
2018,Januari,Impor Bahan Baku,Kayu Perkebunan,0
2018,Januari,Jambi,Kayu Perkebunan,11778.5
2018,Januari,Jawa Barat,Kayu Perkebunan,294.03
2018,Januari,Jawa Tengah,Kayu Perkebunan,23.93
2018,Januari,Jawa Timur,Kayu Perkebunan,1370.99
2018,Januari,Kalimantan Barat,Kayu Perkebunan,2150.34
2018,Januari,Kalimantan Selatan,Kayu Perkebunan,8
2018,Januari,Kalimantan Tengah,Kayu Perkebunan,51.93
2018,Januari,Kalimantan Timur,Kayu Perkebunan,0
2018,Januari,Kalimantan Utara,Kayu Perkebunan,0
2018,Januari,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2018,Januari,Lampung,Kayu Perkebunan,21176.63
2018,Januari,Maluku,Kayu Perkebunan,0
2018,Januari,Maluku Utara,Kayu Perkebunan,0
2018,Januari,Nusa Tenggara Barat,Kayu Perkebunan,0
2018,Januari,Nusa Tenggara Timur,Kayu Perkebunan,0
2018,Januari,Papua,Kayu Perkebunan,0
2018,Januari,Papua Barat,Kayu Perkebunan,0
2018,Januari,Riau,Kayu Perkebunan,8243.17
2018,Januari,Sulawesi Barat,Kayu Perkebunan,0
2018,Januari,Sulawesi Selatan,Kayu Perkebunan,0
2018,Januari,Sulawesi Tengah,Kayu Perkebunan,0
2018,Januari,Sulawesi Tenggara,Kayu Perkebunan,0
2018,Januari,Sumatera Barat,Kayu Perkebunan,537.63
2018,Januari,Sumatera Selatan,Kayu Perkebunan,42382.43
2018,Januari,Sumatera Utara,Kayu Perkebunan,33500.56
2018,Februari,Aceh,Kayu Perkebunan,297.8
2018,Februari,Bali,Kayu Perkebunan,0
2018,Februari,Banten,Kayu Perkebunan,0
2018,Februari,Bengkulu,Kayu Perkebunan,931.35
2018,Februari,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,Februari,DKI Jakarta,Kayu Perkebunan,0
2018,Februari,Gorontalo,Kayu Perkebunan,0
2018,Februari,Impor Bahan Baku,Kayu Perkebunan,0
2018,Februari,Jambi,Kayu Perkebunan,9059.4
2018,Februari,Jawa Barat,Kayu Perkebunan,151.89
2018,Februari,Jawa Tengah,Kayu Perkebunan,120.25
2018,Februari,Jawa Timur,Kayu Perkebunan,1307.91
2018,Februari,Kalimantan Barat,Kayu Perkebunan,1821.11
2018,Februari,Kalimantan Selatan,Kayu Perkebunan,0
2018,Februari,Kalimantan Tengah,Kayu Perkebunan,0
2018,Februari,Kalimantan Timur,Kayu Perkebunan,0
2018,Februari,Kalimantan Utara,Kayu Perkebunan,0
2018,Februari,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2018,Februari,Lampung,Kayu Perkebunan,17359.33
2018,Februari,Maluku,Kayu Perkebunan,0
2018,Februari,Maluku Utara,Kayu Perkebunan,0
2018,Februari,Nusa Tenggara Barat,Kayu Perkebunan,0
2018,Februari,Nusa Tenggara Timur,Kayu Perkebunan,0
2018,Februari,Papua,Kayu Perkebunan,0
2018,Februari,Papua Barat,Kayu Perkebunan,0
2018,Februari,Riau,Kayu Perkebunan,6584.84
2018,Februari,Sulawesi Barat,Kayu Perkebunan,0
2018,Februari,Sulawesi Selatan,Kayu Perkebunan,0
2018,Februari,Sulawesi Tengah,Kayu Perkebunan,0
2018,Februari,Sulawesi Tenggara,Kayu Perkebunan,0
2018,Februari,Sumatera Barat,Kayu Perkebunan,329.2
2018,Februari,Sumatera Selatan,Kayu Perkebunan,35013.21
2018,Februari,Sumatera Utara,Kayu Perkebunan,36630.6
2018,Maret,Aceh,Kayu Perkebunan,214.02
2018,Maret,Bali,Kayu Perkebunan,0
2018,Maret,Banten,Kayu Perkebunan,0
2018,Maret,Bengkulu,Kayu Perkebunan,1480.42
2018,Maret,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,Maret,DKI Jakarta,Kayu Perkebunan,0
2018,Maret,Gorontalo,Kayu Perkebunan,0
2018,Maret,Impor Bahan Baku,Kayu Perkebunan,0
2018,Maret,Jambi,Kayu Perkebunan,10071.12
2018,Maret,Jawa Barat,Kayu Perkebunan,154.66
2018,Maret,Jawa Tengah,Kayu Perkebunan,271.33
2018,Maret,Jawa Timur,Kayu Perkebunan,713.07
2018,Maret,Kalimantan Barat,Kayu Perkebunan,2808.98
2018,Maret,Kalimantan Selatan,Kayu Perkebunan,0
2018,Maret,Kalimantan Tengah,Kayu Perkebunan,33.68
2018,Maret,Kalimantan Timur,Kayu Perkebunan,187.87
2018,Maret,Kalimantan Utara,Kayu Perkebunan,0
2018,Maret,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2018,Maret,Lampung,Kayu Perkebunan,14980.31
2018,Maret,Maluku,Kayu Perkebunan,0
2018,Maret,Maluku Utara,Kayu Perkebunan,0
2018,Maret,Nusa Tenggara Barat,Kayu Perkebunan,0
2018,Maret,Nusa Tenggara Timur,Kayu Perkebunan,0
2018,Maret,Papua,Kayu Perkebunan,0
2018,Maret,Papua Barat,Kayu Perkebunan,0
2018,Maret,Riau,Kayu Perkebunan,7437.04
2018,Maret,Sulawesi Barat,Kayu Perkebunan,0
2018,Maret,Sulawesi Selatan,Kayu Perkebunan,214.88
2018,Maret,Sulawesi Tengah,Kayu Perkebunan,0
2018,Maret,Sulawesi Tenggara,Kayu Perkebunan,0
2018,Maret,Sumatera Barat,Kayu Perkebunan,433.88
2018,Maret,Sumatera Selatan,Kayu Perkebunan,31264.67
2018,Maret,Sumatera Utara,Kayu Perkebunan,30530.31
2018,April,Aceh,Kayu Perkebunan,923.99
2018,April,Bali,Kayu Perkebunan,0
2018,April,Banten,Kayu Perkebunan,0
2018,April,Bengkulu,Kayu Perkebunan,1279.42
2018,April,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,April,DKI Jakarta,Kayu Perkebunan,0
2018,April,Gorontalo,Kayu Perkebunan,0
2018,April,Impor Bahan Baku,Kayu Perkebunan,0
2018,April,Jambi,Kayu Perkebunan,10217.08
2018,April,Jawa Barat,Kayu Perkebunan,192.15
2018,April,Jawa Tengah,Kayu Perkebunan,391.63
2018,April,Jawa Timur,Kayu Perkebunan,386.37
2018,April,Kalimantan Barat,Kayu Perkebunan,2178.32
2018,April,Kalimantan Selatan,Kayu Perkebunan,0
2018,April,Kalimantan Tengah,Kayu Perkebunan,28.27
2018,April,Kalimantan Timur,Kayu Perkebunan,217.26
2018,April,Kalimantan Utara,Kayu Perkebunan,0
2018,April,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2018,April,Lampung,Kayu Perkebunan,17190.58
2018,April,Maluku,Kayu Perkebunan,0
2018,April,Maluku Utara,Kayu Perkebunan,0
2018,April,Nusa Tenggara Barat,Kayu Perkebunan,0
2018,April,Nusa Tenggara Timur,Kayu Perkebunan,0
2018,April,Papua,Kayu Perkebunan,0
2018,April,Papua Barat,Kayu Perkebunan,0
2018,April,Riau,Kayu Perkebunan,6069.53
2018,April,Sulawesi Barat,Kayu Perkebunan,0
2018,April,Sulawesi Selatan,Kayu Perkebunan,180.38
2018,April,Sulawesi Tengah,Kayu Perkebunan,0
2018,April,Sulawesi Tenggara,Kayu Perkebunan,0
2018,April,Sumatera Barat,Kayu Perkebunan,576.18
2018,April,Sumatera Selatan,Kayu Perkebunan,37602.53
2018,April,Sumatera Utara,Kayu Perkebunan,28041.79
2018,Mei,Aceh,Kayu Perkebunan,891.37
2018,Mei,Bali,Kayu Perkebunan,0
2018,Mei,Banten,Kayu Perkebunan,63.86
2018,Mei,Bengkulu,Kayu Perkebunan,1872.74
2018,Mei,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,Mei,DKI Jakarta,Kayu Perkebunan,0
2018,Mei,Gorontalo,Kayu Perkebunan,0
2018,Mei,Impor Bahan Baku,Kayu Perkebunan,0
2018,Mei,Jambi,Kayu Perkebunan,10096.45
2018,Mei,Jawa Barat,Kayu Perkebunan,120.08
2018,Mei,Jawa Tengah,Kayu Perkebunan,1173.79
2018,Mei,Jawa Timur,Kayu Perkebunan,1709.39
2018,Mei,Kalimantan Barat,Kayu Perkebunan,2339.68
2018,Mei,Kalimantan Selatan,Kayu Perkebunan,0
2018,Mei,Kalimantan Tengah,Kayu Perkebunan,0
2018,Mei,Kalimantan Timur,Kayu Perkebunan,297.66
2018,Mei,Kalimantan Utara,Kayu Perkebunan,0
2018,Mei,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2018,Mei,Lampung,Kayu Perkebunan,20091.65
2018,Mei,Maluku,Kayu Perkebunan,0
2018,Mei,Maluku Utara,Kayu Perkebunan,0
2018,Mei,Nusa Tenggara Barat,Kayu Perkebunan,0
2018,Mei,Nusa Tenggara Timur,Kayu Perkebunan,0
2018,Mei,Papua,Kayu Perkebunan,0
2018,Mei,Papua Barat,Kayu Perkebunan,0
2018,Mei,Riau,Kayu Perkebunan,6577.45
2018,Mei,Sulawesi Barat,Kayu Perkebunan,0
2018,Mei,Sulawesi Selatan,Kayu Perkebunan,18.82
2018,Mei,Sulawesi Tengah,Kayu Perkebunan,0
2018,Mei,Sulawesi Tenggara,Kayu Perkebunan,0
2018,Mei,Sumatera Barat,Kayu Perkebunan,616.15
2018,Mei,Sumatera Selatan,Kayu Perkebunan,46821.18
2018,Mei,Sumatera Utara,Kayu Perkebunan,28312.99
2018,Juni,Aceh,Kayu Perkebunan,1986.38
2018,Juni,Bali,Kayu Perkebunan,0
2018,Juni,Banten,Kayu Perkebunan,0
2018,Juni,Bengkulu,Kayu Perkebunan,399.17
2018,Juni,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,Juni,DKI Jakarta,Kayu Perkebunan,0
2018,Juni,Gorontalo,Kayu Perkebunan,0
2018,Juni,Impor Bahan Baku,Kayu Perkebunan,0
2018,Juni,Jambi,Kayu Perkebunan,4568.29
2018,Juni,Jawa Barat,Kayu Perkebunan,34.67
2018,Juni,Jawa Tengah,Kayu Perkebunan,339.37
2018,Juni,Jawa Timur,Kayu Perkebunan,386.75
2018,Juni,Kalimantan Barat,Kayu Perkebunan,579.19
2018,Juni,Kalimantan Selatan,Kayu Perkebunan,0
2018,Juni,Kalimantan Tengah,Kayu Perkebunan,0
2018,Juni,Kalimantan Timur,Kayu Perkebunan,255.95
2018,Juni,Kalimantan Utara,Kayu Perkebunan,0
2018,Juni,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2018,Juni,Lampung,Kayu Perkebunan,10562.83
2018,Juni,Maluku,Kayu Perkebunan,0
2018,Juni,Maluku Utara,Kayu Perkebunan,0
2018,Juni,Nusa Tenggara Barat,Kayu Perkebunan,0
2018,Juni,Nusa Tenggara Timur,Kayu Perkebunan,0
2018,Juni,Papua,Kayu Perkebunan,0
2018,Juni,Papua Barat,Kayu Perkebunan,0
2018,Juni,Riau,Kayu Perkebunan,1514.54
2018,Juni,Sulawesi Barat,Kayu Perkebunan,0
2018,Juni,Sulawesi Selatan,Kayu Perkebunan,0
2018,Juni,Sulawesi Tengah,Kayu Perkebunan,0
2018,Juni,Sulawesi Tenggara,Kayu Perkebunan,0
2018,Juni,Sumatera Barat,Kayu Perkebunan,182.48
2018,Juni,Sumatera Selatan,Kayu Perkebunan,43040
2018,Juni,Sumatera Utara,Kayu Perkebunan,24614.88
2018,Juli,Aceh,Kayu Perkebunan,1076.78
2018,Juli,Bali,Kayu Perkebunan,0
2018,Juli,Banten,Kayu Perkebunan,40.47
2018,Juli,Bengkulu,Kayu Perkebunan,1603.93
2018,Juli,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,Juli,DKI Jakarta,Kayu Perkebunan,0
2018,Juli,Gorontalo,Kayu Perkebunan,0
2018,Juli,Impor Bahan Baku,Kayu Perkebunan,0
2018,Juli,Jambi,Kayu Perkebunan,10252.18
2018,Juli,Jawa Barat,Kayu Perkebunan,277.59
2018,Juli,Jawa Tengah,Kayu Perkebunan,1533.02
2018,Juli,Jawa Timur,Kayu Perkebunan,394.95
2018,Juli,Kalimantan Barat,Kayu Perkebunan,1740.87
2018,Juli,Kalimantan Selatan,Kayu Perkebunan,13
2018,Juli,Kalimantan Tengah,Kayu Perkebunan,7.84
2018,Juli,Kalimantan Timur,Kayu Perkebunan,399.47
2018,Juli,Kalimantan Utara,Kayu Perkebunan,0
2018,Juli,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2018,Juli,Lampung,Kayu Perkebunan,24552.04
2018,Juli,Maluku,Kayu Perkebunan,0
2018,Juli,Maluku Utara,Kayu Perkebunan,0
2018,Juli,Nusa Tenggara Barat,Kayu Perkebunan,0
2018,Juli,Nusa Tenggara Timur,Kayu Perkebunan,0
2018,Juli,Papua,Kayu Perkebunan,0
2018,Juli,Papua Barat,Kayu Perkebunan,0
2018,Juli,Riau,Kayu Perkebunan,6167.91
2018,Juli,Sulawesi Barat,Kayu Perkebunan,0
2018,Juli,Sulawesi Selatan,Kayu Perkebunan,0
2018,Juli,Sulawesi Tengah,Kayu Perkebunan,0
2018,Juli,Sulawesi Tenggara,Kayu Perkebunan,0
2018,Juli,Sumatera Barat,Kayu Perkebunan,411.24
2018,Juli,Sumatera Selatan,Kayu Perkebunan,90493.09
2018,Juli,Sumatera Utara,Kayu Perkebunan,41128.35
2018,Agustus,Aceh,Kayu Perkebunan,639.7
2018,Agustus,Bali,Kayu Perkebunan,0
2018,Agustus,Banten,Kayu Perkebunan,0
2018,Agustus,Bengkulu,Kayu Perkebunan,1719.2
2018,Agustus,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,Agustus,DKI Jakarta,Kayu Perkebunan,0
2018,Agustus,Gorontalo,Kayu Perkebunan,0
2018,Agustus,Impor Bahan Baku,Kayu Perkebunan,0
2018,Agustus,Jambi,Kayu Perkebunan,10551.39
2018,Agustus,Jawa Barat,Kayu Perkebunan,156.19
2018,Agustus,Jawa Tengah,Kayu Perkebunan,1558.9
2018,Agustus,Jawa Timur,Kayu Perkebunan,269.22
2018,Agustus,Kalimantan Barat,Kayu Perkebunan,906.76
2018,Agustus,Kalimantan Selatan,Kayu Perkebunan,0
2018,Agustus,Kalimantan Tengah,Kayu Perkebunan,0
2018,Agustus,Kalimantan Timur,Kayu Perkebunan,369.05
2018,Agustus,Kalimantan Utara,Kayu Perkebunan,0
2018,Agustus,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2018,Agustus,Lampung,Kayu Perkebunan,18878.44
2018,Agustus,Maluku,Kayu Perkebunan,0
2018,Agustus,Maluku Utara,Kayu Perkebunan,0
2018,Agustus,Nusa Tenggara Barat,Kayu Perkebunan,0
2018,Agustus,Nusa Tenggara Timur,Kayu Perkebunan,0
2018,Agustus,Papua,Kayu Perkebunan,0
2018,Agustus,Papua Barat,Kayu Perkebunan,0
2018,Agustus,Riau,Kayu Perkebunan,6003.36
2018,Agustus,Sulawesi Barat,Kayu Perkebunan,0
2018,Agustus,Sulawesi Selatan,Kayu Perkebunan,19.26
2018,Agustus,Sulawesi Tengah,Kayu Perkebunan,0
2018,Agustus,Sulawesi Tenggara,Kayu Perkebunan,0
2018,Agustus,Sumatera Barat,Kayu Perkebunan,432.23
2018,Agustus,Sumatera Selatan,Kayu Perkebunan,54326.42
2018,Agustus,Sumatera Utara,Kayu Perkebunan,42831.5
2018,September,Aceh,Kayu Perkebunan,970.56
2018,September,Bali,Kayu Perkebunan,0
2018,September,Banten,Kayu Perkebunan,0
2018,September,Bengkulu,Kayu Perkebunan,1683.91
2018,September,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,September,DKI Jakarta,Kayu Perkebunan,0
2018,September,Gorontalo,Kayu Perkebunan,0
2018,September,Impor Bahan Baku,Kayu Perkebunan,0
2018,September,Jambi,Kayu Perkebunan,9857.31
2018,September,Jawa Barat,Kayu Perkebunan,43.45
2018,September,Jawa Tengah,Kayu Perkebunan,1269.75
2018,September,Jawa Timur,Kayu Perkebunan,332.42
2018,September,Kalimantan Barat,Kayu Perkebunan,787.1
2018,September,Kalimantan Selatan,Kayu Perkebunan,0
2018,September,Kalimantan Tengah,Kayu Perkebunan,0
2018,September,Kalimantan Timur,Kayu Perkebunan,379.85
2018,September,Kalimantan Utara,Kayu Perkebunan,0
2018,September,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2018,September,Lampung,Kayu Perkebunan,10548.63
2018,September,Maluku,Kayu Perkebunan,0
2018,September,Maluku Utara,Kayu Perkebunan,0
2018,September,Nusa Tenggara Barat,Kayu Perkebunan,0
2018,September,Nusa Tenggara Timur,Kayu Perkebunan,0
2018,September,Papua,Kayu Perkebunan,0
2018,September,Papua Barat,Kayu Perkebunan,0
2018,September,Riau,Kayu Perkebunan,6118.65
2018,September,Sulawesi Barat,Kayu Perkebunan,0
2018,September,Sulawesi Selatan,Kayu Perkebunan,39.22
2018,September,Sulawesi Tengah,Kayu Perkebunan,0
2018,September,Sulawesi Tenggara,Kayu Perkebunan,0
2018,September,Sumatera Barat,Kayu Perkebunan,401.56
2018,September,Sumatera Selatan,Kayu Perkebunan,39560.61
2018,September,Sumatera Utara,Kayu Perkebunan,45386.76
2018,Oktober,Aceh,Kayu Perkebunan,253.4
2018,Oktober,Bali,Kayu Perkebunan,0
2018,Oktober,Banten,Kayu Perkebunan,156.81
2018,Oktober,Bengkulu,Kayu Perkebunan,1973.82
2018,Oktober,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,Oktober,DKI Jakarta,Kayu Perkebunan,0
2018,Oktober,Gorontalo,Kayu Perkebunan,0
2018,Oktober,Impor Bahan Baku,Kayu Perkebunan,0
2018,Oktober,Jambi,Kayu Perkebunan,10514.54
2018,Oktober,Jawa Barat,Kayu Perkebunan,61.25
2018,Oktober,Jawa Tengah,Kayu Perkebunan,1025.64
2018,Oktober,Jawa Timur,Kayu Perkebunan,881.82
2018,Oktober,Kalimantan Barat,Kayu Perkebunan,454.86
2018,Oktober,Kalimantan Selatan,Kayu Perkebunan,0
2018,Oktober,Kalimantan Tengah,Kayu Perkebunan,0
2018,Oktober,Kalimantan Timur,Kayu Perkebunan,0
2018,Oktober,Kalimantan Utara,Kayu Perkebunan,0
2018,Oktober,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2018,Oktober,Lampung,Kayu Perkebunan,20905.89
2018,Oktober,Maluku,Kayu Perkebunan,0
2018,Oktober,Maluku Utara,Kayu Perkebunan,0
2018,Oktober,Nusa Tenggara Barat,Kayu Perkebunan,0
2018,Oktober,Nusa Tenggara Timur,Kayu Perkebunan,0
2018,Oktober,Papua,Kayu Perkebunan,0
2018,Oktober,Papua Barat,Kayu Perkebunan,0
2018,Oktober,Riau,Kayu Perkebunan,6796.46
2018,Oktober,Sulawesi Barat,Kayu Perkebunan,0
2018,Oktober,Sulawesi Selatan,Kayu Perkebunan,0
2018,Oktober,Sulawesi Tengah,Kayu Perkebunan,0
2018,Oktober,Sulawesi Tenggara,Kayu Perkebunan,0
2018,Oktober,Sumatera Barat,Kayu Perkebunan,376.65
2018,Oktober,Sumatera Selatan,Kayu Perkebunan,54300.83
2018,Oktober,Sumatera Utara,Kayu Perkebunan,31745.85
2018,November,Aceh,Kayu Perkebunan,804.26
2018,November,Bali,Kayu Perkebunan,0
2018,November,Banten,Kayu Perkebunan,111.22
2018,November,Bengkulu,Kayu Perkebunan,1244.05
2018,November,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,November,DKI Jakarta,Kayu Perkebunan,0
2018,November,Gorontalo,Kayu Perkebunan,0
2018,November,Impor Bahan Baku,Kayu Perkebunan,0
2018,November,Jambi,Kayu Perkebunan,8799.98
2018,November,Jawa Barat,Kayu Perkebunan,148.15
2018,November,Jawa Tengah,Kayu Perkebunan,1145.49
2018,November,Jawa Timur,Kayu Perkebunan,177.09
2018,November,Kalimantan Barat,Kayu Perkebunan,481.45
2018,November,Kalimantan Selatan,Kayu Perkebunan,0
2018,November,Kalimantan Tengah,Kayu Perkebunan,0
2018,November,Kalimantan Timur,Kayu Perkebunan,0
2018,November,Kalimantan Utara,Kayu Perkebunan,0
2018,November,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2018,November,Lampung,Kayu Perkebunan,17732.79
2018,November,Maluku,Kayu Perkebunan,0
2018,November,Maluku Utara,Kayu Perkebunan,0
2018,November,Nusa Tenggara Barat,Kayu Perkebunan,0
2018,November,Nusa Tenggara Timur,Kayu Perkebunan,0
2018,November,Papua,Kayu Perkebunan,0
2018,November,Papua Barat,Kayu Perkebunan,0
2018,November,Riau,Kayu Perkebunan,7054.74
2018,November,Sulawesi Barat,Kayu Perkebunan,0
2018,November,Sulawesi Selatan,Kayu Perkebunan,0
2018,November,Sulawesi Tengah,Kayu Perkebunan,0
2018,November,Sulawesi Tenggara,Kayu Perkebunan,0
2018,November,Sumatera Barat,Kayu Perkebunan,341.12
2018,November,Sumatera Selatan,Kayu Perkebunan,51195.38
2018,November,Sumatera Utara,Kayu Perkebunan,29738.25
2018,Desember,Aceh,Kayu Perkebunan,754.85
2018,Desember,Bali,Kayu Perkebunan,0
2018,Desember,Banten,Kayu Perkebunan,85.12
2018,Desember,Bengkulu,Kayu Perkebunan,654.77
2018,Desember,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2018,Desember,DKI Jakarta,Kayu Perkebunan,0
